,Predictor,Category,Data-coding,Source,Field ID,Transformation1,AOU Question,Unnamed: 6,AOU Answers,Question Concept ID,Answer ID,TERTILES,TERTILE_Answer,TIME TAKEN ,Transformation2,Notes
1111,Reason.for.reducing.amount.of.alcohol.drunk...Instance.0_5,Lifestyle and environment,5 : Other reason,Questionnaire/Interview at recruitment ,2664,One-Hot-Encoding ,,,,,,,,,,
1112,Reason.former.drinker.stopped.drinking.alcohol...Instance.0_1,Lifestyle and environment,1 : Illness or ill health,Questionnaire/Interview at recruitment ,3859,One-Hot-Encoding ,,,,,,,,,,
1113,Reason.former.drinker.stopped.drinking.alcohol...Instance.0_2,Lifestyle and environment,2 : Doctor's advice,Questionnaire/Interview at recruitment ,3859,One-Hot-Encoding ,,,,,,,,,,
1114,Reason.former.drinker.stopped.drinking.alcohol...Instance.0_3,Lifestyle and environment,3 : Health precaution,Questionnaire/Interview at recruitment ,3859,One-Hot-Encoding ,,,,,,,,,,
1115,Reason.former.drinker.stopped.drinking.alcohol...Instance.0_4,Lifestyle and environment,,,,,,,,,,,,,,
1116,Reason.former.drinker.stopped.drinking.alcohol...Instance.0_5,Lifestyle and environment,5 : Other reason,Questionnaire/Interview at recruitment ,3859,One-Hot-Encoding ,,,,,,,,,,
1117,Relative.age.of.first.facial.hair...Instance.0_1,Sex-specific factors,1 : Younger than average,Questionnaire/Interview at recruitment ,2375,Boolean,,,,,,,,,,
1118,Relative.age.of.first.facial.hair...Instance.0_2,Sex-specific factors,2 : About average age,Questionnaire/Interview at recruitment ,2375,Boolean,,,,,,,,,,
1119,Relative.age.of.first.facial.hair...Instance.0_3,Sex-specific factors,3 : Older than average,Questionnaire/Interview at recruitment ,2375,Boolean,,,,,,,,,,
1120,Relative.age.voice.broke...Instance.0_1,Sex-specific factors,1 : Younger than average,Questionnaire/Interview at recruitment ,2385,Boolean,,,,,,,,,,
1121,Relative.age.voice.broke...Instance.0_2,Sex-specific factors,2 : About average age,Questionnaire/Interview at recruitment ,2385,Boolean,,,,,,,,,,
1122,Relative.age.voice.broke...Instance.0_3,Sex-specific factors,3 : Older than average,Questionnaire/Interview at recruitment ,2385,Boolean,,,,,,,,,,
1123,Risk.taking...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,2040,Boolean,,,,,,,,,,
1124,Risk.taking...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,2040,Boolean,,,,,,,,,,
1125,Salad...raw.vegetable.intake...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1299,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1126,Salt.added.to.food...Instance.0_1,Lifestyle and environment,1 : Never/rarely,Questionnaire/Interview at recruitment ,1478,One-Hot-Encoding ,,,,,,,,,,
1127,Salt.added.to.food...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1478,One-Hot-Encoding ,,,,,,,,,,
1128,Salt.added.to.food...Instance.0_3,Lifestyle and environment,3 : Usually,Questionnaire/Interview at recruitment ,1478,One-Hot-Encoding ,,,,,,,,,,
1129,Salt.added.to.food...Instance.0_4,Lifestyle and environment,4 : Always,Questionnaire/Interview at recruitment ,1478,One-Hot-Encoding ,,,,,,,,,,
1130,Seen.a.psychiatrist.for.nerves..anxiety..tension.or.depression...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,2100,Boolean,,,,,,,,,,
1131,Seen.a.psychiatrist.for.nerves..anxiety..tension.or.depression...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,2100,Boolean,,,,,,,,,,
1132,Seen.doctor..GP..for.nerves..anxiety..tension.or.depression...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,2090,Boolean,,,,,,,,,,
1133,Seen.doctor..GP..for.nerves..anxiety..tension.or.depression...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,2090,Boolean,,,,,,,,,,
1134,Sensitivity...hurt.feelings...Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,1950,Boolean,,,,,,,,,,
1135,Sensitivity...hurt.feelings...Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,1950,Boolean,,,,,,,,,,
1136,Severity.of.manic.irritable.episodes...Instance.0_11,Psychosocial factors,11 : No problems,Questionnaire/Interview at recruitment ,5674,One-Hot-Encoding ,,,,,,,,,,
1137,Severity.of.manic.irritable.episodes...Instance.0_12,Psychosocial factors,"12 : Needed treatment or caused problems with work, relationships, finances, the law or other aspects of life",Questionnaire/Interview at recruitment ,5674,One-Hot-Encoding ,,,,,,,,,,
1138,Shortness.of.breath.walking.on.level.ground...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,4717,Boolean,,,,,,,,,,
1139,Shortness.of.breath.walking.on.level.ground...Instance.0_1,,1 : Yes,Questionnaire/Interview at recruitment ,4717,Boolean,,,,,,,,,,
1140,Skin.colour...Instance.0_1,Lifestyle and environment,1 : Very fair,Questionnaire/Interview at recruitment ,1717,One-Hot-Encoding ,,,,,,,,,,
1141,Skin.colour...Instance.0_2,Lifestyle and environment,2 : Fair,Questionnaire/Interview at recruitment ,1717,One-Hot-Encoding ,,,,,,,,,,
1142,Skin.colour...Instance.0_3,Lifestyle and environment,3 : Light olive,Questionnaire/Interview at recruitment ,1717,One-Hot-Encoding ,,,,,,,,,,
1143,Skin.colour...Instance.0_4,Lifestyle and environment,4 : Dark olive,Questionnaire/Interview at recruitment ,1717,One-Hot-Encoding ,,,,,,,,,,
1144,Skin.colour...Instance.0_5,Lifestyle and environment,5 : Brown,Questionnaire/Interview at recruitment ,1717,One-Hot-Encoding ,,,,,,,,,,
1145,Skin.colour...Instance.0_6,Lifestyle and environment,6 : Black,Questionnaire/Interview at recruitment ,1717,One-Hot-Encoding ,,,,,,,,,,
1146,Sleep.duration...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1160,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1147,Sleeplessness...insomnia...Instance.0_1,Lifestyle and environment,1 : Never/rarely,Questionnaire/Interview at recruitment ,1200,One-Hot-Encoding ,"In the past 2 weeks, how often have you been bothered by trouble falling or staying asleep, or sleeping too much. | How often did you use prescription sedatives or prescription sleeping pills? | ",,Not at all,1333275,1332821,,,,1,
1148,Sleeplessness...insomnia...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1200,,,,Several days,1333275,1332917,,,,1,
1149,Sleeplessness...insomnia...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1200,One-Hot-Encoding ,,,"Daily',",1332752,1332851,,,,1,
1150,Sleeplessness...insomnia...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1200,One-Hot-Encoding ,,,"1-5 times per week',",1332752,1333307,,,,1,
1151,Sleeplessness...insomnia...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1200,One-Hot-Encoding ,,,"1-3 times per month',",1332752,1333308,,,,1,
1152,Sleeplessness...insomnia...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1200,One-Hot-Encoding ,,,Only a few times,1332752,1332727,,,,1,
1153,Sleeplessness...insomnia...Instance.0_3,Lifestyle and environment,3 : Usually,Questionnaire/Interview at recruitment ,1200,,,,More than half the days,1333275,1332906,,,,1,
1154,Sleeplessness...insomnia...Instance.0_3,Lifestyle and environment,3 : Usually,Questionnaire/Interview at recruitment ,1200,,,,Nearly every day,1333275,1332933,,,,1,
1155,Smoking.compared.to.10.years.previous...Instance.0_1,Lifestyle and environment,1 : More nowadays?,Questionnaire/Interview at recruitment ,3506,One-Hot-Encoding ,,,,,,,,,,
1156,Smoking.compared.to.10.years.previous...Instance.0_2,Lifestyle and environment,2 : About the same?,Questionnaire/Interview at recruitment ,3506,One-Hot-Encoding ,,,,,,,,,,
1157,Smoking.compared.to.10.years.previous...Instance.0_3,Lifestyle and environment,3 : Less nowadays?,Questionnaire/Interview at recruitment ,3506,One-Hot-Encoding ,,,,,,,,,,
1158,Smoking.smokers.in.household...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,1259,One-Hot-Encoding ,,,,,,,,,,
1159,Smoking.smokers.in.household...Instance.0_1,Lifestyle and environment,"1 : Yes, one household member smokes",Questionnaire/Interview at recruitment ,1259,One-Hot-Encoding ,,,,,,,,,,
1160,Smoking.smokers.in.household...Instance.0_2,Lifestyle and environment,"2 : Yes, more than one household member smokes",Questionnaire/Interview at recruitment ,1259,One-Hot-Encoding ,,,,,,,,,,
1161,Smoking.status...Instance.0_0,Lifestyle and environment,0 : Never,Questionnaire/Interview at recruitment ,20116,One-Hot-Encoding ,"Have you smoked at least 100 cigarettes in your entire life? (There are 20 cigarettes in a pack) | Do you now smoke cigarettes every day, some days, or not at all? (1585860)",,,1585857,1585859,,,,1,
1162,Smoking.status...Instance.0_1,Lifestyle and environment,1 : Previous,Questionnaire/Interview at recruitment ,20116,One-Hot-Encoding ,"| Do you now smoke cigarettes every day, some days, or not at all? (1585860)",,Smoke Frequency: Not At All,1585860,1585863,,,,1,
1163,Smoking.status...Instance.0_2,Lifestyle and environment,2 : Current,Questionnaire/Interview at recruitment ,20116,,,,smoke Frequency: Every Day,1585860,1585861,,,,1,
1164,Smoking.status...Instance.0_2,Lifestyle and environment,2 : Current,Questionnaire/Interview at recruitment ,20116,,,,Smoke Frequency: Some Days,1585860,1585862,,,,1,
1165,Snoring...Instance.0_1,Lifestyle and environment,1 : Yes,Questionnaire/Interview at recruitment ,1210,Boolean,,,,,,,,,,
1166,Snoring...Instance.0_2,Lifestyle and environment,2 : No,Questionnaire/Interview at recruitment ,1210,Boolean,,,,,,,,,,
1167,Spread.type...Instance.0_0,Lifestyle and environment,0 : Never/rarely use spread,Questionnaire/Interview at recruitment ,1428,One-Hot-Encoding ,,,,,,,,,,
1168,Spread.type...Instance.0_1,Lifestyle and environment,1 : Butter/spreadable butter,Questionnaire/Interview at recruitment ,1428,One-Hot-Encoding ,,,,,,,,,,
1169,Spread.type...Instance.0_2,Lifestyle and environment,2 : Flora Pro-Active or Benecol,Questionnaire/Interview at recruitment ,1428,One-Hot-Encoding ,,,,,,,,,,
1170,Spread.type...Instance.0_3,Lifestyle and environment,3 : Other type of spread/margarine,Questionnaire/Interview at recruitment ,1428,One-Hot-Encoding ,,,,,,,,,,
1171,Started.insulin.within.one.year.diagnosis.of.diabetes...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,2986,Boolean,,,,,,,,,,
1172,Started.insulin.within.one.year.diagnosis.of.diabetes...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,2986,Boolean,,,,,,,,,,
1173,Stomach.abdominal.pain.for.3..months...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,3741,Boolean,,,,,,,,,,
1174,Stomach.abdominal.pain.for.3..months...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,3741,Boolean,,,,,,,,,,
1175,Suffer.from..nerves....Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,2010,Boolean,,,,,,,,,,
1176,Suffer.from..nerves....Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,2010,Boolean,,,,,,,,,,
1177,Surgery.amputation.of.toe.or.leg...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5540,Boolean,,,,,,,,,,
1178,Surgery.amputation.of.toe.or.leg...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5540,Boolean,,,,,,,,,,
1179,Surgery.on.leg.arteries..other.than.for.varicose.veins....Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,5529,Boolean,,,,,,,,,,
1180,Surgery.on.leg.arteries..other.than.for.varicose.veins....Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,5529,Boolean,,,,,,,,,,
1181,Taking.other.prescription.medications...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,2492,Boolean,,,,,,,,,,
1182,Taking.other.prescription.medications...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,2492,Boolean,,,,,,,,,,
1183,Tea.intake...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1488,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1184,Tense....highly.strung....Instance.0_0,Psychosocial factors,0 : No,Questionnaire/Interview at recruitment ,1990,Boolean,,,,,,,,,,
1185,Tense....highly.strung....Instance.0_1,Psychosocial factors,1 : Yes,Questionnaire/Interview at recruitment ,1990,Boolean,,,,,,,,,,
1186,Time.employed.in.main.current.job...Instance.0_Lower.third,Sociodemographics,,Questionnaire/Interview at recruitment ,757,Tertiles,,,,,,,,,,
1187,Time.employed.in.main.current.job...Instance.0_Middle.third,Sociodemographics,,Questionnaire/Interview at recruitment ,757,Tertiles,,,,,,,,,,
1188,Time.employed.in.main.current.job...Instance.0_Upper.third,Sociodemographics,,Questionnaire/Interview at recruitment ,757,Tertiles,,,,,,,,,,
1189,Time.from.waking.to.first.cigarette...Instance.0_1,Lifestyle and environment,1 : Less than 5 minutes,Questionnaire/Interview at recruitment ,3466,One-Hot-Encoding ,,,,,,,,,,
1190,Time.from.waking.to.first.cigarette...Instance.0_2,Lifestyle and environment,2 : Between 5-15 minutes,Questionnaire/Interview at recruitment ,3466,One-Hot-Encoding ,,,,,,,,,,
1191,Time.from.waking.to.first.cigarette...Instance.0_3,Lifestyle and environment,3 : Between 30 minutes - 1 hour,Questionnaire/Interview at recruitment ,3466,One-Hot-Encoding ,,,,,,,,,,
1192,Time.from.waking.to.first.cigarette...Instance.0_4,Lifestyle and environment,4 : Between 1 and 2 hours,Questionnaire/Interview at recruitment ,3466,One-Hot-Encoding ,,,,,,,,,,
1193,Time.from.waking.to.first.cigarette...Instance.0_5,Lifestyle and environment,5 : Longer than 2 hours,Questionnaire/Interview at recruitment ,3466,One-Hot-Encoding ,,,,,,,,,,
1194,Time.since.last.menstrual.period...Instance.0_Lower.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,3700,Tertiles,,,,,,,,,,
1195,Time.since.last.menstrual.period...Instance.0_Middle.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,3700,Tertiles,,,,,,,,,,
1196,Time.since.last.menstrual.period...Instance.0_Upper.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,3700,Tertiles,,,,,,,,,,
1197,Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Lower.third,Health and medical history,,Questionnaire/Interview at recruitment ,3809,Tertiles,,,,,,,,,,
1198,Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Middle.third,Health and medical history,,Questionnaire/Interview at recruitment ,3809,Tertiles,,,,,,,,,,
1199,Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Upper.third,Health and medical history,,Questionnaire/Interview at recruitment ,3809,Tertiles,,,,,,,,,,
1200,Time.spend.outdoors.in.summer...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1050,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1201,Time.spent.driving...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1090,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1202,Time.spent.outdoors.in.winter...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1060,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1203,Time.spent.using.computer...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1080,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1204,Time.spent.watching.television..TV....Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1070,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
1205,Tinnitus...Instance.0_0,Health and medical history,"0 : No, never",Questionnaire/Interview at recruitment ,4803,Boolean,"Including yourself, who in your family has had tinnitus? Select all that apply. (1740572)",,Self,1740572,,,,,1,
1206,Tinnitus...Instance.0_11,Health and medical history,"11 : Yes, now most or all of the time",Questionnaire/Interview at recruitment ,4803,Boolean,,,Self,1740572,43529917,,,,1,
1207,Tinnitus...Instance.0_12,Health and medical history,"12 : Yes, now a lot of the time",Questionnaire/Interview at recruitment ,4803,Boolean,,,Self,1740572,43529917,,,,1,
1208,Tinnitus...Instance.0_13,Health and medical history,"13 : Yes, now some of the time ",Questionnaire/Interview at recruitment ,4803,Boolean,,,Self,1740572,43529917,,,,1,
1209,Tinnitus...Instance.0_14,Health and medical history,"14 : Yes, but not now, but have in the past",Questionnaire/Interview at recruitment ,4803,Boolean,,,,,,,,,,
1210,Tinnitus.severity.nuisance...Instance.0_11,Health and medical history,11 : Severely,Questionnaire/Interview at recruitment ,4814,Boolean,,,,,,,,,,
1211,Tinnitus.severity.nuisance...Instance.0_12,Health and medical history,12 : Moderately,Questionnaire/Interview at recruitment ,4814,Boolean,,,,,,,,,,
1212,Tinnitus.severity.nuisance...Instance.0_13,Health and medical history,13 : Slightly,Questionnaire/Interview at recruitment ,4814,Boolean,,,,,,,,,,
1213,Tinnitus.severity.nuisance...Instance.0_4,Health and medical history,4 : Not at all,Questionnaire/Interview at recruitment ,4814,Boolean,,,,,,,,,,
1214,Transport.type.for.commuting.to.job.workplace...Instance.0_1,Sociodemographics,1 : Car/motor vehicle,Questionnaire/Interview at recruitment ,6143,One-Hot-Encoding ,,,,,,,,,,
1215,Transport.type.for.commuting.to.job.workplace...Instance.0_2,Sociodemographics,2 : Walk,Questionnaire/Interview at recruitment ,6143,One-Hot-Encoding ,,,,,,,,,,
1216,Transport.type.for.commuting.to.job.workplace...Instance.0_3,Sociodemographics,3 : Public transport,Questionnaire/Interview at recruitment ,6143,One-Hot-Encoding ,,,,,,,,,,
1217,Transport.type.for.commuting.to.job.workplace...Instance.0_4,Sociodemographics,4 : Cycle,Questionnaire/Interview at recruitment ,6143,One-Hot-Encoding ,,,,,,,,,,
1218,Transport.type.for.commuting.to.job.workplace...Instance.0_neg7,Sociodemographics,-7 : None of the above,Questionnaire/Interview at recruitment ,6143,One-Hot-Encoding ,,,,,,,,,,
1219,Type.of.accommodation.lived.in...Instance.0_1,Sociodemographics,1 : A house or bungalow,Questionnaire/Interview at recruitment ,670,One-Hot-Encoding ,What type of household do you live in?,,Free-standing house,1333016,1332938,,,,1,
1220,Type.of.accommodation.lived.in...Instance.0_2,Sociodemographics,"2 : A flat, maisonette or apartment",Questionnaire/Interview at recruitment ,670,One-Hot-Encoding ,,,Two-bedroom apartment,1333016,1333323,,,,1,
1221,Type.of.accommodation.lived.in...Instance.0_3,Sociodemographics,3 : Mobile or temporary structure (i.e. caravan),Questionnaire/Interview at recruitment ,670,One-Hot-Encoding ,,,"Current Living: Transitional, ,Current Living: Temporary Institute",1585402,1585875,,,,1,
1222,Type.of.accommodation.lived.in...Instance.0_4,Sociodemographics,4 : Sheltered accommodation,Questionnaire/Interview at recruitment ,670,One-Hot-Encoding ,,,Current Living: Shelter,1585402,1585876,,,,1,
1223,Type.of.accommodation.lived.in...Instance.0_5,Sociodemographics,,,,,,,,,,,,,,
1224,Type.of.accommodation.lived.in...Instance.0_neg7,Sociodemographics,-7 : None of the above,Questionnaire/Interview at recruitment ,670,One-Hot-Encoding ,,,,,,,,,,
1225,Type.of.tobacco.currently.smoked...Instance.0_1,Lifestyle and environment,1 : Manufactured cigarettes,Questionnaire/Interview at recruitment ,3446,One-Hot-Encoding ,,,,,,,,,,
1226,Type.of.tobacco.currently.smoked...Instance.0_2,Lifestyle and environment,2 : Hand-rolled cigarettes,Questionnaire/Interview at recruitment ,3446,One-Hot-Encoding ,,,,,,,,,,
1227,Type.of.tobacco.currently.smoked...Instance.0_3,Lifestyle and environment,3 : Cigars or pipes,Questionnaire/Interview at recruitment ,3446,One-Hot-Encoding ,,,,,,,,,,
1228,Type.of.tobacco.previously.smoked...Instance.0_1,Lifestyle and environment,1 : Manufactured cigarettes,Questionnaire/Interview at recruitment ,2877,One-Hot-Encoding ,,,,,,,,,,
1229,Type.of.tobacco.previously.smoked...Instance.0_2,Lifestyle and environment,2 : Hand-rolled cigarettes,Questionnaire/Interview at recruitment ,2877,One-Hot-Encoding ,,,,,,,,,,
1230,Type.of.tobacco.previously.smoked...Instance.0_3,Lifestyle and environment,3 : Cigars or pipes,Questionnaire/Interview at recruitment ,2877,One-Hot-Encoding ,"Do you now smoke a traditional cigar, cigarillo, or filtered cigar…",,Current Cigar Frequency: Not At All,1586177,1586180,,,,1,
1231,Type.of.tobacco.previously.smoked...Instance.0_neg7,Lifestyle and environment,,,,,,,,,,,,,,
1232,Types.of.physical.activity.in.last.4.weeks...Instance.0_1,Lifestyle and environment,1 :Walking for pleasure (not as a means of transport),Questionnaire/Interview at recruitment ,6164,One-Hot-Encoding ,"Think about the time you spent walking in the last 7 days. During the last 7 days, did you walk for at least 10 minutes at a time?",,Yes,1333289,1332898,,,,1,
1233,Types.of.physical.activity.in.last.4.weeks...Instance.0_2,Lifestyle and environment,"2 :Other exercises (eg: swimming, cycling, keep fit, bowling)",Questionnaire/Interview at recruitment ,6164,One-Hot-Encoding ,"Think about all the moderate activities that you did in the last 7 days. During the last 7 days, did you do moderate physical activity like carrying light loads, bicycling at a regular pace, or doubles tennis?",,Yes,1333288,1332898,,,,1,
1234,Types.of.physical.activity.in.last.4.weeks...Instance.0_3,Lifestyle and environment,3 :Strenuous sports,Questionnaire/Interview at recruitment ,6164,One-Hot-Encoding ,"During the last 7 days, did you do vigorous physical activities like heavy lifting, digging, aerobics, or fast bicycling?",,Yes,1333286,1332898,,,,1,
1235,Types.of.physical.activity.in.last.4.weeks...Instance.0_4,Lifestyle and environment,"4 :Light DIY (eg: pruning, watering the lawn)",Questionnaire/Interview at recruitment ,6164,One-Hot-Encoding ,"Think about all the moderate activities that you did in the last 7 days. During the last 7 days, did you do moderate physical activity like carrying light loads, bicycling at a regular pace, or doubles tennis?",,Yes,1333288,1332898,,,,1,
1236,Types.of.physical.activity.in.last.4.weeks...Instance.0_5,Lifestyle and environment,"5 :Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)",Questionnaire/Interview at recruitment ,6164,One-Hot-Encoding ,"During the last 7 days, did you do vigorous physical activities like heavy lifting, digging, aerobics, or fast bicycling?",,Yes,1333286,1332898,,,,1,
1237,Types.of.physical.activity.in.last.4.weeks...Instance.0_neg7,Lifestyle and environment,-7 : None of the above,Questionnaire/Interview at recruitment ,6164,One-Hot-Encoding ,,,,,,,,,,
1238,Types.of.transport.used..excluding.work....Instance.0_1,Lifestyle and environment,1 : Car/motor vehicle,Questionnaire/Interview at recruitment ,6162,One-Hot-Encoding ,,,,,,,,,,
1239,Types.of.transport.used..excluding.work....Instance.0_2,Lifestyle and environment,2 : Walk,Questionnaire/Interview at recruitment ,6162,One-Hot-Encoding ,,,,,,,,,,
1240,Types.of.transport.used..excluding.work....Instance.0_3,Lifestyle and environment,3 : Public transport,Questionnaire/Interview at recruitment ,6162,One-Hot-Encoding ,,,,,,,,,,
1241,Types.of.transport.used..excluding.work....Instance.0_4,Lifestyle and environment,4 : Cycle,Questionnaire/Interview at recruitment ,6162,One-Hot-Encoding ,,,,,,,,,,
1242,Types.of.transport.used..excluding.work....Instance.0_neg7,Lifestyle and environment,-7 : None of the above,Questionnaire/Interview at recruitment ,6162,One-Hot-Encoding ,,,,,,,,,,
1243,Use.of.sun.uv.protection...Instance.0_1,Lifestyle and environment,1 : Never/rarely,Questionnaire/Interview at recruitment ,2267,One-Hot-Encoding ,,,,,,,,,,
1244,Use.of.sun.uv.protection...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,2267,One-Hot-Encoding ,,,,,,,,,,
1245,Use.of.sun.uv.protection...Instance.0_3,Lifestyle and environment,3 : Most of the time,Questionnaire/Interview at recruitment ,2267,One-Hot-Encoding ,,,,,,,,,,
1246,Use.of.sun.uv.protection...Instance.0_4,Lifestyle and environment,4 : Always,Questionnaire/Interview at recruitment ,2267,One-Hot-Encoding ,,,,,,,,,,
1247,Use.of.sun.uv.protection...Instance.0_5,Lifestyle and environment,5 : Do not go out in sunshine,Questionnaire/Interview at recruitment ,2267,One-Hot-Encoding ,,,,,,,,,,
1248,Usual.side.of.head.for.mobile.phone.use...Instance.0_1,Lifestyle and environment,1 : Left,Questionnaire/Interview at recruitment ,1150,One-Hot-Encoding ,,,,,,,,,,
1249,Usual.side.of.head.for.mobile.phone.use...Instance.0_2,Lifestyle and environment,2 : Right,Questionnaire/Interview at recruitment ,1150,One-Hot-Encoding ,,,,,,,,,,
1250,Usual.side.of.head.for.mobile.phone.use...Instance.0_3,Lifestyle and environment,3 : Equally left and right,Questionnaire/Interview at recruitment ,1150,One-Hot-Encoding ,,,,,,,,,,
1251,Usual.walking.pace...Instance.0_1,Lifestyle and environment,1 : Slow pace,Questionnaire/Interview at recruitment ,924,One-Hot-Encoding ,,,,,,,,,,
1252,Usual.walking.pace...Instance.0_2,Lifestyle and environment,2 : Steady average pace,Questionnaire/Interview at recruitment ,924,One-Hot-Encoding ,,,,,,,,,,
1253,Usual.walking.pace...Instance.0_3,Lifestyle and environment,3 : Brisk pace,Questionnaire/Interview at recruitment ,924,One-Hot-Encoding ,,,,,,,,,,
1254,Usual.walking.pace...Instance.0_neg7,Lifestyle and environment,-7 : None of the above,Questionnaire/Interview at recruitment ,924,One-Hot-Encoding ,,,,,,,,,,
1255,Variation.in.diet...Instance.0_1,Lifestyle and environment,1 : Never/rarely,Questionnaire/Interview at recruitment ,1548,One-Hot-Encoding ,,,,,,,,,,
1256,Variation.in.diet...Instance.0_2,Lifestyle and environment,2 : Sometimes,Questionnaire/Interview at recruitment ,1548,One-Hot-Encoding ,,,,,,,,,,
1257,Variation.in.diet...Instance.0_3,Lifestyle and environment,3 : Often,Questionnaire/Interview at recruitment ,1548,One-Hot-Encoding ,,,,,,,,,,
1258,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_1,Health and medical history,1 : Heart attack,Questionnaire/Interview at recruitment ,6150,One-Hot-Encoding ,"Including yourself, who in your family has had a heart attack? Select all that apply.",,Self,836786,43528910,,,,1,
1259,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_2,Health and medical history,2 : Angina,Questionnaire/Interview at recruitment ,6150,One-Hot-Encoding ,"Including yourself, who in your family has had coronary artery/coronary heart disease? Select all that apply.",,Self,836876,1384497,,,,1,
1260,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_3,Health and medical history,3 : Stroke,Questionnaire/Interview at recruitment ,6150,One-Hot-Encoding ,"Including yourself, who in your family has had a stroke? Select all that apply. (836789)",,Self,836789,43529874,,,,1,
1261,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_4,Health and medical history,4 : High blood pressure,Questionnaire/Interview at recruitment ,6150,One-Hot-Encoding ,"Including yourself, who in your family has had high blood pressure (hypertension)? Select all that apply",,Self,836787,43529063,,,,1,
1262,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_neg7,Health and medical history,-7 : None of the above,Questionnaire/Interview at recruitment ,6150,One-Hot-Encoding ,,,,,,,,,,
1263,Vitamin.and.mineral.supplements...Instance.0_1,Health and medical history,1 : Vitamin A,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
1264,Vitamin.and.mineral.supplements...Instance.0_2,Health and medical history,2 : Vitamin B,Questionnaire/Interview at recruitment ,6155,One-Hot-Encoding ,,,,,,,,,,
